,participant_id,participant_number,sex,type,stress,intuition,influence,pre_behavior,post_behavior,days,total,youtube,percentage,stage
671,MP_19,39,Male,Metaphorical,10,3,2,1,3,11,3123,,,1
672,MP_19,39,Male,Metaphorical,10,3,2,1,3,12,2734,0.0,0.0,1
673,MP_19,39,Male,Metaphorical,10,3,2,1,3,13,1066,125.0,11.726078799249500,1
674,MP_19,39,Male,Metaphorical,10,3,2,1,3,14,7028,0.0,0.0,1
675,MP_19,39,Male,Metaphorical,10,3,2,1,3,15,9911,0.0,0.0,2
676,MP_19,39,Male,Metaphorical,10,3,2,1,3,16,25928,0.0,0.0,2
677,MP_19,39,Male,Metaphorical,10,3,2,1,3,17,6360,0.0,0.0,2
678,MP_19,39,Male,Metaphorical,10,3,2,1,3,18,24279,0.0,0.0,2
679,MP_19,39,Male,Metaphorical,10,3,2,1,3,19,3203,0.0,0.0,2
680,MP_20,40,Female,Metaphorical,4,4,4,1,2,0,3783,1686,44.5678033306899,0
681,MP_20,40,Female,Metaphorical,4,4,4,1,2,1,4827,3773,78.1644914025274,0
682,MP_20,40,Female,Metaphorical,4,4,4,1,2,2,,,,0
683,MP_20,40,Female,Metaphorical,4,4,4,1,2,3,1611,0,0,0
684,MP_20,40,Female,Metaphorical,4,4,4,1,2,4,,,,0
685,MP_20,40,Female,Metaphorical,4,4,4,1,2,5,4592,0,0,1
686,MP_20,40,Female,Metaphorical,4,4,4,1,2,6,,,,1
687,MP_20,40,Female,Metaphorical,4,4,4,1,2,7,,,,1
688,MP_20,40,Female,Metaphorical,4,4,4,1,2,8,,,,1
689,MP_20,40,Female,Metaphorical,4,4,4,1,2,9,1024,0,0,1
690,MP_20,40,Female,Metaphorical,4,4,4,1,2,10,3123,0,0,1
691,MP_20,40,Female,Metaphorical,4,4,4,1,2,11,,,,1
692,MP_20,40,Female,Metaphorical,4,4,4,1,2,12,2734,0,0,1
693,MP_20,40,Female,Metaphorical,4,4,4,1,2,13,1066,125,11.7260787992495,1
694,MP_20,40,Female,Metaphorical,4,4,4,1,2,14,7028,0,0,1
695,MP_20,40,Female,Metaphorical,4,4,4,1,2,15,9911,0,0,2
696,MP_20,40,Female,Metaphorical,4,4,4,1,2,16,25928,0,0,2
697,MP_20,40,Female,Metaphorical,4,4,4,1,2,17,6360,0,0,2
698,MP_20,40,Female,Metaphorical,4,4,4,1,2,18,24279,0,0,2
699,MP_20,40,Female,Metaphorical,4,4,4,1,2,19,3203,0,0,2
